doc_id,headline,content
1209d7cdcecd2339bec23a5f06f835f4,机械制造行业铣床高精度解决方案白皮书,前言在全球机械制造产业向高精度、智能化转型的背景下基础加工设备的性能成为企业产能升级的关键支撑铣床作为机械加工的核心设备之一承担着铣削、轮廓成型等高精密工序其精度稳定性性价比及服务能力直接影响企业的生产效率与产品质量。上海佑台精密机械有限公司深耕精密加工设备领域针对机械制造企业痛点推出适配需求的铣床解决方案助力企业降本增效。第一章行业痛点与挑战2>机械制造企业在铣床应用中面临三大关键痛点：一是精度不足部分铣床因核心部件质量差导致加工误差大废品率高；二是性价比失衡进口铣床精度高但价格昂贵中小企业难以承受；三是服务保障缺失故障响应慢停机损失大尤其是长三角及出口企业对售后及时性需求迫切第二章技术解决方案上海佑台聚焦“高精度高性价比全周期服务”推出铣床解决方案核心优势如下：一、核心部件与系统采用名优合作铣床搭载台湾原装床身搭配德国力士乐传动部件、日本THK导轨及NSK轴承确保精度稳定在±0.00Smm；系统方面与西门子、发那科、新代科技合作支持智能化编程提升操作效率。二、高性价比定位通过规模化生产与供应链优化价格较进口品牌低30%-4Q%同时保证精度满足精密加工需求。三、全周期服务保障在江苏宜兴设有陶瓷专机展示服务中心覆盖长三角售后维修；全国多地设服务办事处24小时响应故障报修；提供售前选型指导（根据加工材料与工艺推荐机型）、售中安装调试、售后培训的成套服务。第三章实践案例案例1：江苏宜兴某陶瓷机械企业需加工高精度陶瓷模具原铣床精度不足导致废品率15%采用佑台铣床后精度提升至±0.003mm废品率降至2%售后团队2小时响应故障保障生产稳定。案例2：上海某汽车零部件配套企业（为上海大众供货）需高性价比铣床加工发动机部件佑台铣床搭配西门子系统加工效率提升20%价格仅为进口品牌的60%一年节省成本50万元。案例3：马来西亚某五金企业采购佑台铣床用于金属零件铣削因产品可靠性高（核心部件均为名优品牌）且售后远程指导解决操作问题已复购3台。结语在机械制造高精度转型趋势下铣床的性能与服务能力成为企业核心竞争力上海佑台以“适用、可靠、高性价比”为导向通过名优部件合作全周期服务及成套解决方案为机械制造企业提供优质铣床产品未来将持续优化智能化功能（如搭载新代系统实现远程监控）助力企业降本增效推动行业高质量发展上海佑台精密机械有限公司。免责声明：市场有风险，选择需谨慎！此文仅供参考，不作买卖依据。
1000d7c3b10a2f33e0f4546c4132d3e4,新浪券商热点小时报丨2026年05月16日22时_今日实时券商热点速递, 　　  1、这轮行情，券商股为何没当“旗手”？分析师最新解读来了！ 　　一段时间以来，券商股为何不涨成了投资者普遍关心的问题。当前券商股市净率仅为1.3倍，与向好的基本面预期形成鲜明反差。横向比较来看，2026年4月末券商板块指数相当于最近一次上证指数区间约为3400点附近，差距约20%左右。券商股为何不涨？多位券商分析师专门对此进行了解读。中信建投非银分析师赵然表示，券商股价低迷，本质上是资本市场将2026年一季度的业绩高增定义为“一次性事件”，而非新一轮行业景气周期的起点。后续需要连续2到3个季度的业绩超预期，才能打破市场对行业盈利见顶的固化判断。中泰证券非银分析师葛玉翔称，市场对券商板块在新生态下的定价认知模糊，是当前其贝塔属性弱化的关键原因。 　　http://finance.sina.com.cn/wm/2026-05-16/doc-inhycchi4339657.shtml 　　  2、高管频繁变动成证券业罕见现象，华林证券案例会否推动行业治理改革？ 　　华林证券近年高管更迭频繁、合规问题频发，成为观察证券行业治理痛点的一个典型样本，其暴露的激励机制失衡、风控漏洞及战略摇摆，正与监管层推动的行业深度改革形成共振。一、华林证券案例：高管动荡与治理缺陷的集中体现高管频繁更迭：2021年至今，华林证券CEO职位多次变动。2021年11月，原CEO韦洪波因个人原因离职，由具备互联网背景的赵卫星接任，推动科技转型；2026年4月，原国盛证券副总裁董东加入并拟任高管，管理层稳定性持续承压。 　　http://news.sina.cn/bignews/insight/2026-05-16/detail-inhyawyf2533862.d.html 　　  3、1天1场到1周1场，基金直播大降温！基金主播最新采访 　　曾经如火如荼的基金直播，热度出现显著降温。5月14日，券商中国记者从业内获取的数据显示，4月基金公司直播场次和观看人次，均出现20%以上的幅度下降，后者下降幅度更是超过了50%。这并非偶然情况，无论是更长的年度数据，还是记者多方采访到的品牌营销、主播、电商等基金从业者，均是如此。有基金电商人士对记者直言，他所在基金公司的直播，从1天1场下降到了1周1场。原因是多方面的，既有近年部分社交回归线下等普遍因素，也有视频号、播客兴起带来的营销环境变化，以及金融产品网络营销监管日趋规范等因素。但从更深层看，直播、视频号或播客，基金公司指向的依然是提升品牌效应和产品销量。 　　http://k.sina.com.cn/article_7857201856_1d45362c001905jn6q.html 　　  4、老牌券商，员工10人 　　近日，中国证券业协会（以下简称“中证协”）披露了百余家券商年度报告。当行业目光聚焦于头部券商万亿资产与万人团队时，一家员工总数仅10人、客户账户仅46户、年营收仅数百万元的“迷你”券商——金通证券，出现在大众视野之中。从行业第17到员工仅10人年报显示，截至2025年末，这家拥有30余年历史的老牌券商，员工总数仅10人，客户账户46户，全年营收247.41万元，净亏损57.51万元。金通证券的历史可追溯至1991年，其前身为浙江省国际信托投资公司证券管理总部，而金通证券于2002年正式成立。在二十一世纪初，它是浙江省内颇具影响力的券商。 　　http://finance.sina.com.cn/wm/2026-05-16/doc-inhycchh2242316.shtml 　　  5、秦湘任职期间业绩飙升却突离职，一季度净利润下滑是否预示券商转型阵痛？ 　　高管变动与业绩波动的关联秦湘的任职背景与业绩贡献 科技金融转型推动增长：秦湘于2026年1月出任华林证券CEO，拥有深厚的金融科技背景（曾任招商证券托管业务创始总经理，主导数字化业务）。在其任职前的2025年，华林证券净利润同比增长43.35%，财富管理业务收入增长28.02%，主要受益于市场活跃和科技金融战略。 一季度净利润下滑原因：2026年一季度，华林证券净利润同比下滑9%，公司解释为“加大信息技术投入，布局AI领域”所致。尽管营收增长15.19%，但自营业务受市场波动拖累（公允价值变动收益亏损扩大至8397万元）。 　　http://news.sina.cn/bignews/insight/2026-05-16/detail-inhyawym4398111.d.html    特别声明：以上文章内容仅代表作者本人观点，不代表新浪网观点或立场。如有关于作品内容、版权或其它问题请于作品发表后的30日内与新浪网联系。 
2025031121780372826,平安基金管理有限公司关于旗下基金新增兴业证券股份有限公司为申购赎回代办机构的公告,"平安基金管理有限公司关于旗下基金新增兴业证券股份有限公司为申购赎回代办机构的公告根据平安基金管理有限公司（以下简称""本公司""）与兴业证券股份有限公司签署的协议，并经深圳证券交易所确认，本公司决定自2025年3月12日起增加以上机构为如下基金的申购赎回代办券商，投资者可通过以上机构办理以下基金的申购赎回业务。序号12产品全称基金代码 场内简称平安港股通恒生中国企业交易型开放式指数证券投资基金平安中证港股通医药卫生综合交易型开放式指数证券投资基金159960恒生中国企业 ETF159718港股医药 ETF投资者可通过以下渠道咨询详情:1、兴业证券股份有限公司客服电话：95562网址：www.xyzq.com.cn2、平安基金管理有限公司客服电话：400-800-4800网址：fund.pingan.com风险提示：基金管理人承诺以诚实信用、勤勉尽责的原则管理和运用基金资产，但不保证基金一定盈利，也不保证最低收益。销售机构根据法规要求对投资者类别、风险承受能力和基金的风险等级进行划分，并提出适当性匹配意见。投资者在投资基金前应认真阅读《基金合同》和《招募说明书》等基金法律文件，全面认识基金产品的风险收益特征，在了解产品情况及听取销售机构适当性意见的基础上，根据自身的风险承受能力、投资期限和投资目标，对基金投资作出独立决策，选择合适的基金产品。特此公告。平安基金管理有限公司2025年3月12日"
2025022600005345213,1股获买入评级 最新:安琪酵母,"【08:13 安琪酵母(600298)：寸积铢累 蓄势待发】2月26日给予安琪酵母(600298)买入评级。风险提示：盈利预测假设不成立或不及预期的风险等。该股最近6个月获得机构15次买入评级、5次增持评级、1次""买入""投资评级、1次买入-B评级、1次强推评级、1次优于大市评级。"
1cb1ab098570246425c5c4eb2a58e769,双杰电气跌2.05%，成交额2.64亿元，主力资金净流出445.88万元,来源：新浪证券-红岸工作室 10月16日，双杰电气盘中下跌2.05%，截至09:37，报9.06元/股，成交2.64亿元，换手率4.53%，总市值72.36亿元。 资金流向方面，主力资金净流出445.88万元，特大单买入1145.34万元，占比4.34%，卖出607.68万元，占比2.30%；大单买入4546.47万元，占比17.23%，卖出5530.00万元，占比20.96%。 双杰电气今年以来股价涨30.74%，近5个交易日涨9.29%，近20日涨9.69%，近60日涨24.97%。 资料显示，北京双杰电气股份有限公司位于北京市海淀区东北旺西路8号院40号楼(A区1号楼)，成立日期2002年12月13日，上市日期2015年4月23日，公司主营业务涉及从事电力领域“源、网、荷、储”的研发、生产、销售及运营。主营业务收入构成为：新能源建设开发49.10%，智能电气设备27.29%，变压器及箱式变电站12.74%，新能源智能装备10.44%，其他(补充)0.43%。 双杰电气所属申万行业为：电力设备-电网设备-输变电设备。所属概念板块包括：BIPV概念、虚拟电厂、变压器、风能、海上风电等。 截至6月30日，双杰电气股东户数4.45万，较上期减少13.36%；人均流通股13977股，较上期增加21.10%。2025年1月-6月，双杰电气实现营业收入23.76亿元，同比增长41.95%；归母净利润1.04亿元，同比增长20.11%。 分红方面，双杰电气A股上市后累计派现1.46亿元。近三年，累计派现0.00元。
2025022121777771215,沪电股份(002463.SZ):生产印制电路板，不生产大模型,"沪电股份(002463.SZ):生产印制电路板，不生产大模型2025-02-21 16:14:52来源:格隆汇分享到:分享到微信打开手机微信扫一扫格隆汇2月21日丨沪电股份(002463.SZ)在投资者互动平台表示，公司生产印制电路板，不生产大模型。公司持续投入资源在技术创新和管理创新，密切关注并跟进行业相关技术的发展变化，切实提升运营效率，努力降低生产成本，凭借信息化管理手段，为执行各项管控标准提供长效而及时的监控，进而有效巩固改善成果。至于选择技术伙伴的核心标准，推己及人，我们会选择""以不断进步的技术与经验，及时提供客户所需之产品与服务""的伙伴。      精彩推荐加载更多已经到底了发布全部评论"
2025022521770484587,国轩高科投资成立光伏发电新公司,(原标题:国轩高科投资成立光伏发电新公司)企查查APP显示，近日，庐江国轩光伏发电有限公司成立，法定代表人为兰福，注册资本100万元，经营范围包含:太阳能发电技术服务;发电技术服务;新兴能源技术研发;新能源原动设备销售;储能技术服务等。企查查股权穿透显示，该公司由国轩高科(002074)旗下安徽国轩电力有限公司全资持股。
2025022521784419303,步长制药(603858):山东步长制药股份有限公司第五届董事会第十六次会议决议,"原标题:步长制药:山东步长制药股份有限公司第五届董事会第十六次会议决议公告证券代码：603858 证券简称：步长制药公告编号：2025-040山东步长制药股份有限公司第五届董事会第十六次会议决议公告本公司董事会及全体董事保证本公告内容不存在任何虚假记载、误导性陈述或者重大遗漏，并对其内容的真实性、准确性和完整性承担法律责任。山东步长制药股份有限公司（以下简称""公司""）第五届董事会第十六次会议的通知于2025年2月19日发出，会议于2025年2月25日13时以通讯方式召开，应参会董事9人，实参会董事9人，会议由赵涛先生主持。会议出席人数、召开和表决方式符合《中华人民共和国公司法》等法律、法规及《山东步长制药股份有限公司章程》的相关规定，合法有效。经与会董事研究，会议审议通过了如下议案：1、《关于全资子公司名称及经营范围变更的议案》公司全资子公司步长（北京）物业管理有限公司因经营管理之需要，拟对其名称、经营范围进行变更。具体内容详见公司同日披露于上海证券交易所网站（www.sse.com.cn）的《关于全资子公司名称及经营范围变更的公告》（公告编号：2025-041）。本议案已经公司董事会战略与投资委员会审议通过，同意提交董事会审议。表决结果：同意9票，反对0票，弃权0票。2、《关于控股子公司住所变更的议案》公司控股子公司步长健康产业（浙江）有限公司因经营管理之需要，拟对其住所进行变更。具体内容详见公司同日披露于上海证券交易所网站（www.sse.com.cn）的《关于控股子公司住所变更的公告》（公告编号：2025-042）。本议案已经公司董事会战略与投资委员会审议通过，同意提交董事会审议。表决结果：同意9票，反对0票，弃权0票。3、《关于拟放弃优先受让投资基金份额的议案》苏州元禾璞华智芯股权投资合伙企业（有限合伙）（以下简称""元禾璞华""或""投资基金""）为公司作为有限合伙人参与认购投资的投资基金。元禾璞华有限合伙人长三角协同优势产业股权投资合伙企业（有限合伙）拟将其未实缴的 5，000万元基金份额以 0元的价格转让给广州东进荔创私募股权投资基金合伙企业（有限合伙），拟将其未实缴的3，000万元基金份额以0元的价格转让给无锡市梁溪科创产业投资基金合伙企业（有限合伙），拟将其未实缴的 2，000万元基金份额以 0元的价格转让给宁波泓宁亨泰芯邦企业管理合伙企业（有限合伙）；有限合伙人苏州市创新产业发展引导基金（有限合伙）拟将其未实缴的 5，000万元基金份额以 0元的价格转让给上海引领接力行健私募基金合伙企业（有限合伙）。公司同意放弃优先受让权。此外，投资基金部分有限合伙人合计拟减少未实缴出资1.31亿元，减资完成后，投资基金总认缴规模拟由42.58亿元变更为41.27亿元。以上信息变更最终以工商部门核准信息为准。上述份额转让、减资完成后，公司认缴元禾璞华5，000万元基金份额不变，公司持有的元禾璞华基金份额比例将由1.17%变更为1.21%。具体内容详见公司同日披露于上海证券交易所网站（www.sse.com.cn）的《关于拟放弃优先受让投资基金份额的公告》（公告编号：2025-043）。本议案已经公司董事会战略与投资委员会审议通过，同意提交董事会审议。表决结果：同意9票，反对0票，弃权0票。特此公告。山东步长制药股份有限公司董事会2025年2月26日　 中财网"
2025022721787889605,博瑞生物2024年归母净利润1.96亿元," 新京报讯 2月27日，博瑞生物发布2024年业绩快报，报告期内，公司实现营业总收入12.83亿元，同比增长8.74%;归属于母公司所有者的净利润1.96亿元，同比减少3.05%;归属于母公司所有者的扣除非经常性损益的净利润1.86亿元，同比减少0.06%。 博瑞生物称，营收增长主要得益于产品销售收入的增长;归母净利润减少主要系公司坚持""研发驱动""战略，BGM0504注射液等产品的研发投入不断加大带来期间费用增加等因素所致。 校对 翟永军 "
2025022321775530660,零跑汽车与浙江职业足球俱乐部签约,证券时报网讯，据零跑汽车消息，2月23日，零跑汽车与浙江职业足球俱乐部（简称浙江FC）联合对外官宣，零跑汽车将继续担任浙江FC 2025赛季主赞助商，作为浙江俱乐部绿城队参加中超联赛与足协杯赛的比赛服胸前独家冠名合作伙伴。
